"","ID","Date","URL","Y/N - Describes a Lynching?","Notes","Reviewed by TE","Notes from TE","rsw questions","...1","...2","article_id","sn","newspaper_name","year","month","day","page","edition","mod_id","newspaper_state","file_id2","index"
"383",17077,1851-08-29,"https://articleextractor.org/pages/17077/tu_nancy_ver01/sn84024443/1851/08/29/ed-1/seq-1/1",NA,NA,NA,NA,NA,1942,585545,0,"sn84024443","The Athens post (Athens, Tenn.)",1851,8,29,"seq-1","ed-1",1,"Tennessee","17077_0",1111
"384",17079,1851-09-18,"https://articleextractor.org/pages/17079/in_hoosier_ver01/sn82015677/1851/09/18/ed-1/seq-1/1",NA,NA,NA,NA,NA,1943,165827,0,"sn82015677","Indiana State sentinel (Indianapolis)",1851,9,18,"seq-1","ed-1",1,"Indiana","17079_0",1112
"385",17081,1852-08-24,"https://articleextractor.org/pages/17081/ohi_drake_ver01/sn85038183/1852/08/24/ed-1/seq-1/1",NA,NA,NA,NA,NA,1944,481873,0,"sn85038183","Meigs County telegraph (Pomeroy [Ohio])",1852,8,24,"seq-1","ed-1",1,"Ohio","17081_0",1113
"386",17083,1852-09-15,"https://articleextractor.org/pages/17083/wvu_jordan_ver03/sn85059716/1852/09/15/ed-1/seq-3/1",NA,NA,NA,NA,NA,1945,700117,0,"sn85059716","Cooper's Clarksburg register (Clarksburg, Va....)",1852,9,15,"seq-3","ed-1",1,"West Virginia","17083_0",1114
"387",17084,1852-09-16,"https://articleextractor.org/pages/17084/vi_manowar_ver01/sn84024738/1852/09/16/ed-1/seq-2/1",NA,NA,NA,NA,NA,1946,639453,0,"sn84024738","The daily dispatch (Richmond [Va.])",1852,9,16,"seq-2","ed-1",1,"Virginia","17084_0",1115
"388",17085,1852-09-09,"https://articleextractor.org/pages/17085/vi_manowar_ver01/sn84024738/1852/09/09/ed-1/seq-3/1",NA,NA,NA,NA,NA,1947,639413,0,"sn84024738","The daily dispatch (Richmond [Va.])",1852,9,9,"seq-3","ed-1",1,"Virginia","17085_0",1116
"389",17088,1852-09-30,"https://articleextractor.org/pages/17088/vi_emeralds_ver02/sn85025007/1852/09/30/ed-1/seq-2/1",NA,NA,NA,NA,NA,1948,631926,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1852,9,30,"seq-2","ed-1",1,"District of Columbia","17088_0",1117
"390",17089,1852-10-14,"https://articleextractor.org/pages/17089/vi_emeralds_ver02/sn85025007/1852/10/14/ed-1/seq-2/1",NA,NA,NA,NA,NA,1949,631949,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1852,10,14,"seq-2","ed-1",1,"District of Columbia","17089_0",1118
"391",17090,1852-12-04,"https://articleextractor.org/pages/17090/vi_manowar_ver01/sn84024738/1852/12/04/ed-1/seq-2/1",NA,NA,NA,NA,NA,1950,639580,0,"sn84024738","The daily dispatch (Richmond [Va.])",1852,12,4,"seq-2","ed-1",1,"Virginia","17090_0",1119
"392",17091,1853-01-12,"https://articleextractor.org/pages/17091/tu_chet_ver01/sn86071264/1853/01/12/ed-1/seq-2/1",NA,NA,NA,NA,NA,1951,566051,0,"sn86071264","Nashville union ([Nashville, Ten...)",1853,1,12,"seq-2","ed-1",1,"Tennessee","17091_0",1120
"393",17092,1853-01-14,"https://articleextractor.org/pages/17092/ohi_feste_ver01/sn84028479/1853/01/14/ed-1/seq-2/1",NA,NA,NA,NA,NA,1952,486747,0,"sn84028479","The Belmont chronicle, and farmers, mechanics and manufacturers advocate (St. Clairsville...)",1853,1,14,"seq-2","ed-1",1,"Ohio","17092_0",1121
"394",17093,1853-01-15,"https://articleextractor.org/pages/17093/ncu_broad_ver01/sn84024518/1853/01/15/ed-1/seq-3/1",NA,NA,NA,NA,NA,1953,367416,0,"sn84024518","Semi-weekly North-Carolina standard (Raleigh, N.C.)",1853,1,15,"seq-3","ed-1",1,"North Carolina","17093_0",1122
"395",17095,1853-05-25,"https://articleextractor.org/pages/17095/vi_exmoor_ver01/sn85034360/1853/05/25/ed-1/seq-3/1",NA,NA,NA,NA,NA,1954,632413,0,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1853,5,25,"seq-3","ed-1",1,"Virginia","17095_0",1123
"396",17096,1853-07-15,"https://articleextractor.org/pages/17096/ohi_feste_ver01/sn84028479/1853/07/15/ed-1/seq-1/1",NA,NA,NA,NA,NA,1955,486802,0,"sn84028479","The Belmont chronicle, and farmers, mechanics and manufacturers advocate (St. Clairsville...)",1853,7,15,"seq-1","ed-1",1,"Ohio","17096_0",1124
"397",17100,1854-03-18,"https://articleextractor.org/pages/17100/vi_exmoor_ver01/sn85034360/1854/03/18/ed-1/seq-3/1",NA,NA,NA,NA,NA,1956,632708,0,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1854,3,18,"seq-3","ed-1",1,"Virginia","17100_0",1125
"398",17104,1854-04-23,"https://articleextractor.org/pages/17104/dlc_dunbar_ver01/sn83030362/1854/04/23/ed-1/seq-4/1",NA,NA,NA,NA,NA,1957,41202,0,"sn83030362","Sunday dispatch (New York [N.Y.]) 1845-1854",1854,4,23,"seq-4","ed-1",1,"New York","17104_0",1126
"399",17104,1854-04-23,"https://articleextractor.org/pages/17104/dlc_dunbar_ver01/sn83030362/1854/04/23/ed-1/seq-4/1",NA,NA,NA,NA,NA,1958,41205,1,"sn83030362","Sunday dispatch (New York [N.Y.]) 1845-1854",1854,4,23,"seq-4","ed-1",1,"New York","17104_1",1127
"400",17106,1854-05-14,"https://articleextractor.org/pages/17106/dlc_dunbar_ver01/sn83030362/1854/05/14/ed-1/seq-3/1",NA,NA,NA,NA,NA,1959,41219,0,"sn83030362","Sunday dispatch (New York [N.Y.]) 1845-1854",1854,5,14,"seq-3","ed-1",1,"New York","17106_0",1128
"401",17108,1854-05-27,"https://articleextractor.org/pages/17108/tu_chet_ver01/sn85038518/1854/05/27/ed-1/seq-2/1",NA,NA,NA,NA,NA,1960,565367,0,"sn85038518","Nashville union and American (Nashville, Tenn.) 1853-1862",1854,5,27,"seq-2","ed-1",1,"Tennessee","17108_0",1129
"402",17109,1854-06-08,"https://articleextractor.org/pages/17109/vi_manowar_ver01/sn84024738/1854/06/08/ed-1/seq-1/1",NA,NA,NA,NA,NA,1961,640537,0,"sn84024738","The daily dispatch (Richmond [Va.])",1854,6,8,"seq-1","ed-1",1,"Virginia","17109_0",1130
"403",17110,1854-06-09,"https://articleextractor.org/pages/17110/dlc_laceflower_ver01/sn83030313/1854/06/09/ed-1/seq-2/1",NA,NA,NA,NA,NA,1962,53808,0,"sn83030313","The New York herald (New York [N.Y.])",1854,6,9,"seq-2","ed-1",1,"New York","17110_0",1131
"404",17113,1854-06-21,"https://articleextractor.org/pages/17113/iahi_abra_ver01/sn86083363/1854/06/21/ed-1/seq-2/1",NA,NA,NA,NA,NA,1963,83153,0,"sn86083363",NA,1854,6,21,"seq-2","ed-1",1,"Iowa","17113_0",1132
"405",17115,1854-06-24,"https://articleextractor.org/pages/17115/wvu_antares_ver02/sn84026824/1854/06/24/ed-1/seq-2/1",NA,NA,NA,NA,NA,1964,695646,0,"sn84026824","Shepherdstown register (Shepherdstown, ...)",1854,6,24,"seq-2","ed-1",1,"West Virginia","17115_0",1133
"406",17116,1854-07-02,"https://articleextractor.org/pages/17116/dlc_dunbar_ver01/sn83030364/1854/07/02/ed-1/seq-1/1",NA,NA,NA,NA,NA,1965,41238,0,"sn83030364","New-York dispatch (New York [N.Y.])",1854,7,2,"seq-1","ed-1",1,"New York","17116_0",1134
"407",17117,1854-07-13,"https://articleextractor.org/pages/17117/vi_exmoor_ver01/sn85034360/1854/07/13/ed-1/seq-3/1",NA,NA,NA,NA,NA,1966,632746,0,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1854,7,13,"seq-3","ed-1",1,"Virginia","17117_0",1135
"408",17118,1854-07-16,"https://articleextractor.org/pages/17118/dlc_dunbar_ver01/sn83030364/1854/07/16/ed-1/seq-1/1",NA,NA,NA,NA,NA,1967,41257,0,"sn83030364","New-York dispatch (New York [N.Y.])",1854,7,16,"seq-1","ed-1",1,"New York","17118_0",1136
"409",17120,1854-07-28,"https://articleextractor.org/pages/17120/tu_nancy_ver01/sn84024443/1854/07/28/ed-1/seq-2/1",NA,NA,NA,NA,NA,1968,585637,0,"sn84024443","The Athens post (Athens, Tenn.)",1854,7,28,"seq-2","ed-1",1,"Tennessee","17120_0",1137
"410",17122,1854-08-02,"https://articleextractor.org/pages/17122/ncu_hawk_ver02/sn84026472/1854/08/02/ed-1/seq-3/1",NA,NA,NA,NA,NA,1969,381289,0,"sn84026472","The Hillsborough recorder (Hillsborough, N...)",1854,8,2,"seq-3","ed-1",1,"North Carolina","17122_0",1138
"411",17123,1854-08-12,"https://articleextractor.org/pages/17123/dlc_basilisk_ver03/sn84020104/1854/08/12/ed-1/seq-3/1",NA,NA,NA,NA,NA,1970,38267,0,"sn84020104","Washington sentinel (Washington [D.C...)",1854,8,12,"seq-3","ed-1",1,"District of Columbia","17123_0",1139
"412",17124,1854-08-14,"https://articleextractor.org/pages/17124/vi_appaloosa_ver01/sn84024656/1854/08/14/ed-1/seq-3/1",NA,NA,NA,NA,NA,1971,625769,0,"sn84024656","Richmond daily Whig (Richmond, Va.)",1854,8,14,"seq-3","ed-1",1,"Virginia","17124_0",1140
"413",17125,1854-08-20,"https://articleextractor.org/pages/17125/dlc_dunbar_ver01/sn83030364/1854/08/20/ed-1/seq-4/1",NA,NA,NA,NA,NA,1972,41291,0,"sn83030364","New-York dispatch (New York [N.Y.])",1854,8,20,"seq-4","ed-1",1,"New York","17125_0",1141
"414",17126,1854-09-24,"https://articleextractor.org/pages/17126/dlc_dunbar_ver01/sn83030364/1854/09/24/ed-1/seq-4/1",NA,NA,NA,NA,NA,1973,41305,0,"sn83030364","New-York dispatch (New York [N.Y.])",1854,9,24,"seq-4","ed-1",1,"New York","17126_0",1142
"415",17127,1854-10-03,"https://articleextractor.org/pages/17127/vi_exmoor_ver01/sn85034360/1854/10/03/ed-1/seq-2/1",NA,NA,NA,NA,NA,1974,632785,0,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1854,10,3,"seq-2","ed-1",1,"Virginia","17127_0",1143
"416",17128,1854-10-14,"https://articleextractor.org/pages/17128/mdu_fitzgerald_ver01/sn83016348/1854/10/14/ed-1/seq-3/1",NA,NA,NA,NA,NA,1975,229326,0,"sn83016348","The Cecil Whig (Elkton, Md.)",1854,10,14,"seq-3","ed-1",1,"Maryland","17128_0",1144
"417",17129,1854-10-18,"https://articleextractor.org/pages/17129/ohi_gann_ver01/sn83035102/1854/10/18/ed-1/seq-2/1",NA,NA,NA,NA,NA,1976,489008,0,"sn83035102","The weekly Portage sentinel (Ravenna, Ohio)",1854,10,18,"seq-2","ed-1",1,"Ohio","17129_0",1145
"418",17131,1854-12-08,"https://articleextractor.org/pages/17131/in_gary_ver01/sn84023881/1854/12/08/ed-1/seq-1/1",NA,NA,NA,NA,NA,1977,162333,0,"sn84023881","Indiana American (Brookville, Ind...)",1854,12,8,"seq-1","ed-1",1,"Indiana","17131_0",1146
"419",17133,1854-12-02,"https://articleextractor.org/pages/17133/lu_charizard_ver01/sn86079110/1854/12/02/ed-1/seq-3/1",NA,NA,NA,NA,NA,1978,225978,0,"sn86079110","Thibodaux minerva (Thibodaux, La.)",1854,12,2,"seq-3","ed-1",1,"Louisiana","17133_0",1147
"420",17136,1854-10-12,"https://articleextractor.org/pages/17136/mdu_elsberg_ver02/sn89060060/1854/10/12/ed-1/seq-2/2",NA,NA,NA,NA,NA,1979,229063,0,"sn89060060",NA,1854,10,12,"seq-2","ed-1",2,"Maryland","17136_0",1148
"421",17137,1854-10-25,"https://articleextractor.org/pages/17137/deu_artemis_ver02/sn84020422/1854/10/25/ed-1/seq-2/1",NA,NA,NA,NA,NA,1980,35398,0,"sn84020422","Smyrna times (Smyrna, Del.)",1854,10,25,"seq-2","ed-1",1,"Delaware","17137_0",1149
"422",17141,1854-10-27,"https://articleextractor.org/pages/17141/vtu_foxville_ver01/sn84023200/1854/10/27/ed-1/seq-3/1",NA,NA,NA,NA,NA,1981,661774,0,"sn84023200","Vermont watchman and State journal (Montpelier, Vt.)",1854,10,27,"seq-3","ed-1",1,"Vermont","17141_0",1150
"423",17143,1855-06-05,"https://articleextractor.org/pages/17143/in_harrison_ver01/sn82015672/1855/06/05/ed-1/seq-2/1",NA,NA,NA,NA,NA,1982,163303,0,"sn82015672","The Evansville daily journal (Evansville, Ia....)",1855,6,5,"seq-2","ed-1",1,"Indiana","17143_0",1151
"424",17144,1855-06-05,"https://articleextractor.org/pages/17144/vi_manowar_ver01/sn84024738/1855/06/05/ed-1/seq-1/1",NA,NA,NA,NA,NA,1983,641347,0,"sn84024738","The daily dispatch (Richmond [Va.])",1855,6,5,"seq-1","ed-1",1,"Virginia","17144_0",1152
"425",17148,1855-06-23,"https://articleextractor.org/pages/17148/ohi_ariel_ver02/sn83035487/1855/06/23/ed-1/seq-2/1",NA,NA,NA,NA,NA,1984,466993,0,"sn83035487","Anti-slavery bugle (New-Lisbon, Ohi...)",1855,6,23,"seq-2","ed-1",1,"Ohio","17148_0",1153
"426",17150,1855-06-25,"https://articleextractor.org/pages/17150/vi_manowar_ver01/sn84024738/1855/06/25/ed-1/seq-1/1",NA,NA,NA,NA,NA,1985,641482,0,"sn84024738","The daily dispatch (Richmond [Va.])",1855,6,25,"seq-1","ed-1",1,"Virginia","17150_0",1154
"427",17151,1855-06-27,"https://articleextractor.org/pages/17151/ncu_broad_ver01/sn83045450/1855/06/27/ed-1/seq-2/1",NA,NA,NA,NA,NA,1986,366741,0,"sn83045450","Semi-weekly standard (Raleigh, N.C.)",1855,6,27,"seq-2","ed-1",1,"North Carolina","17151_0",1155
"428",17151,1855-06-27,"https://articleextractor.org/pages/17151/ncu_broad_ver01/sn83045450/1855/06/27/ed-1/seq-2/1",NA,NA,NA,NA,NA,1987,366740,1,"sn83045450","Semi-weekly standard (Raleigh, N.C.)",1855,6,27,"seq-2","ed-1",1,"North Carolina","17151_1",1156
"429",17152,1855-06-27,"https://articleextractor.org/pages/17152/whi_inez_ver01/sn85033189/1855/06/27/ed-1/seq-2/1",NA,NA,NA,NA,NA,1988,694393,0,"sn85033189","Mineral Point tribune (Mineral Point, ...)",1855,6,27,"seq-2","ed-1",1,"Wisconsin","17152_0",1157
"430",17152,1855-06-27,"https://articleextractor.org/pages/17152/whi_inez_ver01/sn85033189/1855/06/27/ed-1/seq-2/1",NA,NA,NA,NA,NA,1989,694373,1,"sn85033189","Mineral Point tribune (Mineral Point, ...)",1855,6,27,"seq-2","ed-1",1,"Wisconsin","17152_1",1158
"431",17154,1855-06-30,"https://articleextractor.org/pages/17154/iahi_bellsprout_ver01/sn83025182/1855/06/30/ed-1/seq-3/1",NA,NA,NA,NA,NA,1990,87056,0,"sn83025182","The daily Gate City (Keokuk, Iowa)",1855,6,30,"seq-3","ed-1",1,"Iowa","17154_0",1159
"432",17155,1855-06-30,"https://articleextractor.org/pages/17155/vi_manowar_ver01/sn84024738/1855/06/30/ed-1/seq-1/1",NA,NA,NA,NA,NA,1991,641588,0,"sn84024738","The daily dispatch (Richmond [Va.])",1855,6,30,"seq-1","ed-1",1,"Virginia","17155_0",1160
"433",17157,1855-07-11,"https://articleextractor.org/pages/17157/vi_exmoor_ver01/sn85034360/1855/07/11/ed-1/seq-1/1",NA,NA,NA,NA,NA,1992,632919,0,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1855,7,11,"seq-1","ed-1",1,"Virginia","17157_0",1161
"434",17157,1855-07-11,"https://articleextractor.org/pages/17157/vi_exmoor_ver01/sn85034360/1855/07/11/ed-1/seq-1/1",NA,NA,NA,NA,NA,1993,632922,1,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1855,7,11,"seq-1","ed-1",1,"Virginia","17157_1",1162
"435",17158,1855-07-11,"https://articleextractor.org/pages/17158/vi_manowar_ver01/sn84024738/1855/07/11/ed-1/seq-3/1",NA,NA,NA,NA,NA,1994,641625,0,"sn84024738","The daily dispatch (Richmond [Va.])",1855,7,11,"seq-3","ed-1",1,"Virginia","17158_0",1163
"436",17161,1855-08-02,"https://articleextractor.org/pages/17161/whi_dynamite_ver01/sn85040307/1855/08/02/ed-1/seq-2/1",NA,NA,NA,NA,NA,1995,691026,0,"sn85040307","Tribune and telegraph (Kenosha, Wis.)",1855,8,2,"seq-2","ed-1",1,"Wisconsin","17161_0",1164
"437",17161,1855-08-02,"https://articleextractor.org/pages/17161/whi_dynamite_ver01/sn85040307/1855/08/02/ed-1/seq-2/1",NA,NA,NA,NA,NA,1996,691042,1,"sn85040307","Tribune and telegraph (Kenosha, Wis.)",1855,8,2,"seq-2","ed-1",1,"Wisconsin","17161_1",1165
"438",17163,1855-08-04,"https://articleextractor.org/pages/17163/ohi_gann_ver01/sn83035102/1855/08/04/ed-1/seq-2/1",NA,NA,NA,NA,NA,1997,489328,0,"sn83035102","The weekly Portage sentinel (Ravenna, Ohio)",1855,8,4,"seq-2","ed-1",1,"Ohio","17163_0",1166
"439",17163,1855-08-04,"https://articleextractor.org/pages/17163/ohi_gann_ver01/sn83035102/1855/08/04/ed-1/seq-2/1",NA,NA,NA,NA,NA,1998,489331,1,"sn83035102","The weekly Portage sentinel (Ravenna, Ohio)",1855,8,4,"seq-2","ed-1",1,"Ohio","17163_1",1167
"440",17164,1855-09-12,"https://articleextractor.org/pages/17164/ohi_ariel_ver02/sn84028385/1855/09/12/ed-1/seq-1/1",NA,NA,NA,NA,NA,1999,467890,0,"sn84028385","Western Reserve chronicle (Warren, Ohio)",1855,9,12,"seq-1","ed-1",1,"Ohio","17164_0",1168
"441",17166,1855-09-11,"https://articleextractor.org/pages/17166/vi_drive_ver01/sn85025007/1855/09/11/ed-1/seq-2/1",NA,NA,NA,NA,NA,2000,631204,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1855,9,11,"seq-2","ed-1",1,"District of Columbia","17166_0",1169
"442",17166,1855-09-11,"https://articleextractor.org/pages/17166/vi_drive_ver01/sn85025007/1855/09/11/ed-1/seq-2/1",NA,NA,NA,NA,NA,2001,631214,1,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1855,9,11,"seq-2","ed-1",1,"District of Columbia","17166_1",1170
"443",17168,1855-08-10,"https://articleextractor.org/pages/17168/vi_exmoor_ver01/sn85034360/1855/08/10/ed-1/seq-3/1",NA,NA,NA,NA,NA,2002,632944,0,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1855,8,10,"seq-3","ed-1",1,"Virginia","17168_0",1171
"444",17170,1855-08-15,"https://articleextractor.org/pages/17170/vi_manowar_ver01/sn84024738/1855/08/15/ed-1/seq-2/1",NA,NA,NA,NA,NA,2003,641753,0,"sn84024738","The daily dispatch (Richmond [Va.])",1855,8,15,"seq-2","ed-1",1,"Virginia","17170_0",1172
"445",17171,1855-08-16,"https://articleextractor.org/pages/17171/whi_dynamite_ver01/sn85040307/1855/08/16/ed-1/seq-2/1",NA,NA,NA,NA,NA,2004,691060,0,"sn85040307","Tribune and telegraph (Kenosha, Wis.)",1855,8,16,"seq-2","ed-1",1,"Wisconsin","17171_0",1173
"446",17171,1855-08-16,"https://articleextractor.org/pages/17171/whi_dynamite_ver01/sn85040307/1855/08/16/ed-1/seq-2/1",NA,NA,NA,NA,NA,2005,691063,1,"sn85040307","Tribune and telegraph (Kenosha, Wis.)",1855,8,16,"seq-2","ed-1",1,"Wisconsin","17171_1",1174
"447",17171,1855-08-16,"https://articleextractor.org/pages/17171/whi_dynamite_ver01/sn85040307/1855/08/16/ed-1/seq-2/1",NA,NA,NA,NA,NA,2006,691053,2,"sn85040307","Tribune and telegraph (Kenosha, Wis.)",1855,8,16,"seq-2","ed-1",1,"Wisconsin","17171_2",1175
"448",17171,1855-08-16,"https://articleextractor.org/pages/17171/whi_dynamite_ver01/sn85040307/1855/08/16/ed-1/seq-2/1",NA,NA,NA,NA,NA,2007,691046,3,"sn85040307","Tribune and telegraph (Kenosha, Wis.)",1855,8,16,"seq-2","ed-1",1,"Wisconsin","17171_3",1176
"449",17171,1855-08-16,"https://articleextractor.org/pages/17171/whi_dynamite_ver01/sn85040307/1855/08/16/ed-1/seq-2/1",NA,NA,NA,NA,NA,2008,691064,4,"sn85040307","Tribune and telegraph (Kenosha, Wis.)",1855,8,16,"seq-2","ed-1",1,"Wisconsin","17171_4",1177
"450",17171,1855-08-16,"https://articleextractor.org/pages/17171/whi_dynamite_ver01/sn85040307/1855/08/16/ed-1/seq-2/1",NA,NA,NA,NA,NA,2009,691054,5,"sn85040307","Tribune and telegraph (Kenosha, Wis.)",1855,8,16,"seq-2","ed-1",1,"Wisconsin","17171_5",1178
"451",17174,1855-09-01,"https://articleextractor.org/pages/17174/vi_drive_ver01/sn85025007/1855/09/01/ed-1/seq-4/1",NA,NA,NA,NA,NA,2010,631191,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1855,9,1,"seq-4","ed-1",1,"District of Columbia","17174_0",1179
"452",17175,1855-09-08,"https://articleextractor.org/pages/17175/ohi_ariel_ver02/sn83035487/1855/09/08/ed-1/seq-2/1",NA,NA,NA,NA,NA,2011,467039,0,"sn83035487","Anti-slavery bugle (New-Lisbon, Ohi...)",1855,9,8,"seq-2","ed-1",1,"Ohio","17175_0",1180
"453",17178,1855-09-15,"https://articleextractor.org/pages/17178/ncu_jefferson_ver02/sn84020750/1855/09/15/ed-1/seq-3/1",NA,NA,NA,NA,NA,2012,383475,0,"sn84020750","The North-Carolinian (Fayetteville [N...)",1855,9,15,"seq-3","ed-1",1,"North Carolina","17178_0",1181
"454",17179,1855-09-18,"https://articleextractor.org/pages/17179/dlc_alicanto_ver02/sn85042002/1855/09/18/ed-1/seq-1/1",NA,NA,NA,NA,NA,2013,37002,0,"sn85042002","Daily American organ (Washington, D.C...)",1855,9,18,"seq-1","ed-1",1,"District of Columbia","17179_0",1182
"455",17180,1855-09-18,"https://articleextractor.org/pages/17180/mnhi_foxtrot_ver01/sn85025594/1855/09/18/ed-1/seq-2/1",NA,NA,NA,NA,NA,2014,267505,0,"sn85025594","Minnesota weekly times (St. Paul, Minn.)",1855,9,18,"seq-2","ed-1",1,"Minnesota","17180_0",1183
"456",17181,1855-09-20,"https://articleextractor.org/pages/17181/vtu_hildene_ver01/sn84023209/1855/09/20/ed-1/seq-2/1",NA,NA,NA,NA,NA,2015,666183,0,"sn84023209","Green-Mountain freeman (Montpelier, Vt.)",1855,9,20,"seq-2","ed-1",1,"Vermont","17181_0",1184
"457",17181,1855-09-20,"https://articleextractor.org/pages/17181/vtu_hildene_ver01/sn84023209/1855/09/20/ed-1/seq-2/1",NA,NA,NA,NA,NA,2016,666185,1,"sn84023209","Green-Mountain freeman (Montpelier, Vt.)",1855,9,20,"seq-2","ed-1",1,"Vermont","17181_1",1185
"458",17181,1855-09-20,"https://articleextractor.org/pages/17181/vtu_hildene_ver01/sn84023209/1855/09/20/ed-1/seq-2/1",NA,NA,NA,NA,NA,2017,666187,2,"sn84023209","Green-Mountain freeman (Montpelier, Vt.)",1855,9,20,"seq-2","ed-1",1,"Vermont","17181_2",1186
"459",17185,1855-10-08,"https://articleextractor.org/pages/17185/vi_manowar_ver01/sn84024738/1855/10/08/ed-1/seq-2/1",NA,NA,NA,NA,NA,2018,641977,0,"sn84024738","The daily dispatch (Richmond [Va.])",1855,10,8,"seq-2","ed-1",1,"Virginia","17185_0",1187
"460",17185,1855-10-08,"https://articleextractor.org/pages/17185/vi_manowar_ver01/sn84024738/1855/10/08/ed-1/seq-2/1",NA,NA,NA,NA,NA,2019,641962,1,"sn84024738","The daily dispatch (Richmond [Va.])",1855,10,8,"seq-2","ed-1",1,"Virginia","17185_1",1188
"461",17186,1855-10-09,"https://articleextractor.org/pages/17186/khi_anthony_ver01/sn82015827/1855/10/09/ed-1/seq-2/1",NA,NA,NA,NA,NA,2020,184899,0,"sn82015827","Squatter sovereign (Atchison, Kan. ...)",1855,10,9,"seq-2","ed-1",1,"Kansas","17186_0",1189
"462",17187,1855-10-09,"https://articleextractor.org/pages/17187/vi_exmoor_ver01/sn85034360/1855/10/09/ed-1/seq-3/1",NA,NA,NA,NA,NA,2021,632986,0,"sn85034360","Lynchburg daily Virginian (Lynchburg [Va.])",1855,10,9,"seq-3","ed-1",1,"Virginia","17187_0",1190
"463",17189,1855-10-16,"https://articleextractor.org/pages/17189/vi_chanel_ver01/sn84024735/1855/10/16/ed-1/seq-2/1",NA,NA,NA,NA,NA,2022,628229,0,"sn84024735","Richmond enquirer (Richmond, Va.)",1855,10,16,"seq-2","ed-1",1,"Virginia","17189_0",1191
"464",17191,1855-10-19,"https://articleextractor.org/pages/17191/vtu_foxville_ver01/sn84023200/1855/10/19/ed-1/seq-3/1",NA,NA,NA,NA,NA,2023,661952,0,"sn84023200","Vermont watchman and State journal (Montpelier, Vt.)",1855,10,19,"seq-3","ed-1",1,"Vermont","17191_0",1192
"465",17192,1855-10-25,"https://articleextractor.org/pages/17192/tu_homer_ver01/sn85033395/1855/10/25/ed-1/seq-1/1",NA,NA,NA,NA,NA,2024,577261,0,"sn85033395","Fayetteville observer (Fayetteville, T...)",1855,10,25,"seq-1","ed-1",1,"Tennessee","17192_0",1193
"466",17194,1855-10-31,"https://articleextractor.org/pages/17194/ohi_ariel_ver02/sn84028385/1855/10/31/ed-1/seq-1/1",NA,NA,NA,NA,NA,2025,467922,0,"sn84028385","Western Reserve chronicle (Warren, Ohio)",1855,10,31,"seq-1","ed-1",1,"Ohio","17194_0",1194
"467",17196,1855-11-02,"https://articleextractor.org/pages/17196/ohi_cobweb_ver04/sn85026050/1855/11/02/ed-1/seq-2/1",NA,NA,NA,NA,NA,2026,474369,0,"sn85026050","Fremont journal (Fremont, Sandus...)",1855,11,2,"seq-2","ed-1",1,"Ohio","17196_0",1195
"468",17197,1855-11-09,"https://articleextractor.org/pages/17197/me_allagash_ver02/sn83021380/1855/11/09/ed-1/seq-2/1",NA,NA,NA,NA,NA,2027,231272,0,"sn83021380","The Union and eastern journal (Biddeford [Me.])",1855,11,9,"seq-2","ed-1",1,"Maine","17197_0",1196
"469",17198,1855-11-17,"https://articleextractor.org/pages/17198/ohi_gann_ver01/sn83035102/1855/11/17/ed-1/seq-2/1",NA,NA,NA,NA,NA,2028,489354,0,"sn83035102","The weekly Portage sentinel (Ravenna, Ohio)",1855,11,17,"seq-2","ed-1",1,"Ohio","17198_0",1197
"470",17199,1855-11-27,"https://articleextractor.org/pages/17199/vi_manowar_ver01/sn84024738/1855/11/27/ed-1/seq-1/1",NA,NA,NA,NA,NA,2029,642135,0,"sn84024738","The daily dispatch (Richmond [Va.])",1855,11,27,"seq-1","ed-1",1,"Virginia","17199_0",1198
"471",17201,1855-12-01,"https://articleextractor.org/pages/17201/lu_lenin_ver01/sn83026389/1855/12/01/ed-2/seq-2/1",NA,NA,NA,NA,NA,2030,227127,0,"sn83026389","The Opelousas courier (Opelousas, La.)",1855,12,1,"seq-2","ed-2",1,"Louisiana","17201_0",1199
"472",17202,1856-09-11,"https://articleextractor.org/pages/17202/ohi_gann_ver01/sn83035102/1856/09/11/ed-1/seq-4/1",NA,NA,NA,NA,NA,2031,489551,0,"sn83035102","The weekly Portage sentinel (Ravenna, Ohio)",1856,9,11,"seq-4","ed-1",1,"Ohio","17202_0",1200
"473",17203,1856-09-11,"https://articleextractor.org/pages/17203/ohi_feste_ver01/sn85026241/1856/09/11/ed-1/seq-2/1",NA,NA,NA,NA,NA,2032,487003,0,"sn85026241","Belmont chronicle (St. Clairsville...)",1856,9,11,"seq-2","ed-1",1,"Ohio","17203_0",1201
