"","X","newspaper","location","date1","year","full_text","date_original","full_state","state1","city1","full_state1","city","state","pubX","publication","black","Newspapers"
"91",91,"Evening star.","Washington, D.C.","February 01",1893,"Evening star. [volume] (Washington, D.C.), February 01, 1893, Page 10, Image 10","February 01, 1893","District of Columbia","DC","Washington",NA,"Washington","D.C.","evening star",NA,"N",NA
"92",92,"The gazette.","Cleveland, Ohio","July 08",1893,"The gazette. [volume] (Cleveland, Ohio), July 08, 1893, Image 1","July 08, 1893","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"93",93,"The gazette.","Cleveland, Ohio","June 24",1893,"The gazette. [volume] (Cleveland, Ohio), June 24, 1893, Page 2, Image 2","June 24, 1893","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"94",94,"The plaindealer.","Detroit, Mich.","March 17",1893,"The plaindealer. [volume] (Detroit, Mich.), March 17, 1893, Image 4","March 17, 1893","Michigan","Mich","Detroit",NA,"Detroit","Mich.","the plaindealer","The Plaindealer","Y","The Plaindealer (Detroit, Mich.) 1883-1895"
"95",95,"The freeman.","Indianapolis [Ind.]","June 17",1893,"The freeman. [volume] (Indianapolis [Ind.]), June 17, 1893, Image 4","June 17, 1893","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"96",96,"The freeman.","Indianapolis [Ind.]","October 21",1893,"The freeman. [volume] (Indianapolis [Ind.]), October 21, 1893, Image 4","October 21, 1893","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"97",97,"The Washington bee.","Washington, D.C.","July 15",1893,"The Washington bee. [volume] (Washington, D.C.), July 15, 1893, Image 1","July 15, 1893","District of Columbia","DC","Washington",NA,"Washington","D.C.","the washington bee","The Washington Bee","Y","The Washington Bee (Washington, D.C.) 1884-1922"
"98",98,"The freeman.","Indianapolis [Ind.]","April 01",1893,"The freeman. [volume] (Indianapolis [Ind.]), April 01, 1893, Image 4","April 01, 1893","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"99",99,"The gazette.","Cleveland, Ohio","March 11",1893,"The gazette. [volume] (Cleveland, Ohio), March 11, 1893, Page 2, Image 2","March 11, 1893","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"100",100,"The gazette.","Cleveland, Ohio","April 29",1893,"The gazette. [volume] (Cleveland, Ohio), April 29, 1893, Page 3, Image 3","April 29, 1893","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"101",101,"The gazette.","Cleveland, Ohio","February 11",1893,"The gazette. [volume] (Cleveland, Ohio), February 11, 1893, Page 2, Image 2","February 11, 1893","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"102",102,"The gazette.","Cleveland, Ohio","April 01",1893,"The gazette. [volume] (Cleveland, Ohio), April 01, 1893, Page 2, Image 2","April 01, 1893","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"103",103,"The gazette.","Cleveland, Ohio","July 08",1893,"The gazette. [volume] (Cleveland, Ohio), July 08, 1893, Page 2, Image 2","July 08, 1893","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"104",104,"The gazette.","Cleveland, Ohio","October 21",1893,"The gazette. [volume] (Cleveland, Ohio), October 21, 1893, Page 2, Image 2","October 21, 1893","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"105",105,"The Wilmington daily Republican.","Wilmington, Del.","December 06",1893,"The Wilmington daily Republican. (Wilmington, Del.), December 06, 1893, Image 2","December 06, 1893","Delaware","Del","Wilmington",NA,"Wilmington","Del.","the wilmington daily republican",NA,"N",NA
"106",106,"The gazette.","Cleveland, Ohio","February 11",1893,"The gazette. [volume] (Cleveland, Ohio), February 11, 1893, Image 1","February 11, 1893","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"107",107,"The freeman.","Indianapolis [Ind.]","September 08",1894,"The freeman. [volume] (Indianapolis [Ind.]), September 08, 1894, Image 1","September 08, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"108",108,"The daily herald.","Brownsville, Tex.","September 03",1894,"The daily herald. [volume] (Brownsville, Tex.), September 03, 1894, Image 2","September 03, 1894","Texas","Tex","Brownsville",NA,"Brownsville","Tex.","the daily herald",NA,"N",NA
"109",109,"The freeman.","Indianapolis [Ind.]","July 07",1894,"The freeman. [volume] (Indianapolis [Ind.]), July 07, 1894, Image 6","July 07, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"110",110,"The freeman.","Indianapolis [Ind.]","August 25",1894,"The freeman. [volume] (Indianapolis [Ind.]), August 25, 1894, Image 4","August 25, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"111",111,"The freeman.","Indianapolis [Ind.]","September 08",1894,"The freeman. [volume] (Indianapolis [Ind.]), September 08, 1894, Image 4","September 08, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"112",112,"The freeman.","Indianapolis [Ind.]","October 27",1894,"The freeman. [volume] (Indianapolis [Ind.]), October 27, 1894, Image 2","October 27, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"113",113,"The freeman.","Indianapolis [Ind.]","August 04",1894,"The freeman. [volume] (Indianapolis [Ind.]), August 04, 1894, Image 4","August 04, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"114",114,"The freeman.","Indianapolis [Ind.]","June 30",1894,"The freeman. [volume] (Indianapolis [Ind.]), June 30, 1894, Image 4","June 30, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"115",115,"The freeman.","Indianapolis [Ind.]","May 12",1894,"The freeman. [volume] (Indianapolis [Ind.]), May 12, 1894, Image 2","May 12, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"116",116,"National Baptist world.","Wichita, Kan.","October 12",1894,"National Baptist world. [volume] (Wichita, Kan.), October 12, 1894, Image 1","October 12, 1894","Kansas","Kan","Wichita",NA,"Wichita","Kan.","national baptist world","National Baptist World","Y","National Baptist World (Wichita, Kan.) 1894-1894"
"117",117,"The freeman.","Indianapolis [Ind.]","July 28",1894,"The freeman. [volume] (Indianapolis [Ind.]), July 28, 1894, Image 4","July 28, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"118",118,"The gazette.","Cleveland, Ohio","July 14",1894,"The gazette. [volume] (Cleveland, Ohio), July 14, 1894, Image 1","July 14, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"119",119,"The gazette.","Cleveland, Ohio","August 11",1894,"The gazette. [volume] (Cleveland, Ohio), August 11, 1894, Page 2, Image 2","August 11, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"120",120,"The gazette.","Cleveland, Ohio","June 30",1894,"The gazette. [volume] (Cleveland, Ohio), June 30, 1894, Image 1","June 30, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"121",121,"The colored American.","Washington, D.C.","August 11",1894,"The colored American. [volume] (Washington, D.C.), August 11, 1894, Page 4, Image 4","August 11, 1894","District of Columbia","DC","Washington",NA,"Washington","D.C.","the colored american","The Colored American","Y","The Colored American (Washington, D.C.) 1893-19??"
"122",122,"The Durham daily globe.","Durham, N.C.","August 29",1894,"The Durham daily globe. (Durham, N.C.), August 29, 1894, Image 2","August 29, 1894","North Carolina","NC","Durham",NA,"Durham","N.C.","the durham daily globe",NA,"N",NA
"123",123,"The freeman.","Indianapolis [Ind.]","July 14",1894,"The freeman. [volume] (Indianapolis [Ind.]), July 14, 1894, Image 6","July 14, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"124",124,"The Hawaiian gazette.","Honolulu [Oahu, Hawaii]","August 21",1894,"The Hawaiian gazette. [volume] (Honolulu [Oahu, Hawaii]), August 21, 1894, Page 6, Image 6","August 21, 1894","Hawaii","Hawaii","Honolulu Oahu","Hawaii","Honolulu [Oahu","Hawaii]","the hawaiian gazette",NA,"N",NA
"125",125,"The gazette.","Cleveland, Ohio","August 04",1894,"The gazette. [volume] (Cleveland, Ohio), August 04, 1894, Image 1","August 04, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"126",126,"The Pacific commercial advertiser.","Honolulu, Hawaiian Islands","August 18",1894,"The Pacific commercial advertiser. [volume] (Honolulu, Hawaiian Islands), August 18, 1894, Page 2, Image 2","August 18, 1894","Hawaii","Hawaiian Islands","Honolulu","Hawaii","Honolulu","Hawaiian Islands","the pacific commercial advertiser",NA,"N",NA
"127",127,"Iowa state bystander.","Des Moines, Iowa","November 30",1894,"Iowa state bystander. [volume] (Des Moines, Iowa), November 30, 1894, Image 1","November 30, 1894","Iowa","Iowa","Des Moines",NA,"Des Moines","Iowa","iowa state bystander","Iowa State Bystander","Y","Iowa State Bystander (Des Moines, Iowa) 1894-1916"
"128",128,"The gazette.","Cleveland, Ohio","November 24",1894,"The gazette. [volume] (Cleveland, Ohio), November 24, 1894, Image 1","November 24, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"129",129,"The freeman.","Indianapolis [Ind.]","August 11",1894,"The freeman. [volume] (Indianapolis [Ind.]), August 11, 1894, Image 2","August 11, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"130",130,"The gazette.","Cleveland, Ohio","September 01",1894,"The gazette. [volume] (Cleveland, Ohio), September 01, 1894, Page 2, Image 2","September 01, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"131",131,"The gazette.","Cleveland, Ohio","August 18",1894,"The gazette. [volume] (Cleveland, Ohio), August 18, 1894, Image 1","August 18, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"132",132,"The freeman.","Indianapolis [Ind.]","October 13",1894,"The freeman. [volume] (Indianapolis [Ind.]), October 13, 1894, Image 6","October 13, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"133",133,"Richmond planet.","Richmond, Va.","July 28",1894,"Richmond planet. [volume] (Richmond, Va.), July 28, 1894, Image 2","July 28, 1894","Virginia","Va","Richmond",NA,"Richmond","Va.","richmond planet","Richmond Planet","Y","Richmond Planet (Richmond, Va.) 1883-1938"
"134",134,"The daily herald.","Brownsville, Tex.","August 02",1894,"The daily herald. [volume] (Brownsville, Tex.), August 02, 1894, Image 2","August 02, 1894","Texas","Tex","Brownsville",NA,"Brownsville","Tex.","the daily herald",NA,"N",NA
"135",135,"Huntsville gazette.","Huntsville, Ala.","September 15",1894,"Huntsville gazette. [volume] (Huntsville, Ala.), September 15, 1894, Image 2","September 15, 1894","Alabama","Ala","Huntsville",NA,"Huntsville","Ala.","huntsville gazette","Huntsville Gazette","Y","Huntsville Gazette (Huntsville, Ala.) 1879-1894"
"136",136,"The freeman.","Indianapolis [Ind.]","August 11",1894,"The freeman. [volume] (Indianapolis [Ind.]), August 11, 1894, Image 1","August 11, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"137",137,"The gazette.","Cleveland, Ohio","November 24",1894,"The gazette. [volume] (Cleveland, Ohio), November 24, 1894, Page 2, Image 2","November 24, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"138",138,"Iowa state bystander.","Des Moines, Iowa","September 21",1894,"Iowa state bystander. [volume] (Des Moines, Iowa), September 21, 1894, Image 1","September 21, 1894","Iowa","Iowa","Des Moines",NA,"Des Moines","Iowa","iowa state bystander","Iowa State Bystander","Y","Iowa State Bystander (Des Moines, Iowa) 1894-1916"
"139",139,"The gazette.","Cleveland, Ohio","August 18",1894,"The gazette. [volume] (Cleveland, Ohio), August 18, 1894, Page 2, Image 2","August 18, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"140",140,"The freeman.","Indianapolis [Ind.]","July 21",1894,"The freeman. [volume] (Indianapolis [Ind.]), July 21, 1894, Image 5","July 21, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"141",141,"The freeman.","Indianapolis [Ind.]","September 15",1894,"The freeman. [volume] (Indianapolis [Ind.]), September 15, 1894, Image 8","September 15, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"142",142,"The freeman.","Indianapolis [Ind.]","June 23",1894,"The freeman. [volume] (Indianapolis [Ind.]), June 23, 1894, Image 2","June 23, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"143",143,"The freeman.","Indianapolis [Ind.]","November 03",1894,"The freeman. [volume] (Indianapolis [Ind.]), November 03, 1894, Image 5","November 03, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"144",144,"The gazette.","Cleveland, Ohio","December 15",1894,"The gazette. [volume] (Cleveland, Ohio), December 15, 1894, Image 1","December 15, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"145",145,"The gazette.","Cleveland, Ohio","June 30",1894,"The gazette. [volume] (Cleveland, Ohio), June 30, 1894, Page 2, Image 2","June 30, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"146",146,"The gazette.","Cleveland, Ohio","December 08",1894,"The gazette. [volume] (Cleveland, Ohio), December 08, 1894, Image 1","December 08, 1894","Ohio","Ohio","Cleveland",NA,"Cleveland","Ohio","the gazette","The Gazette","Y","The Gazette (Cleveland, Ohio) 1892-194?"
"147",147,"The Indianapolis journal.","Indianapolis [Ind.]","September 08",1894,"The Indianapolis journal. [volume] (Indianapolis [Ind.]), September 08, 1894, Page 8, Image 8","September 08, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the indianapolis journal",NA,"N",NA
"148",148,"National Baptist world.","Wichita, Kan.","September 28",1894,"National Baptist world. [volume] (Wichita, Kan.), September 28, 1894, Image 4","September 28, 1894","Kansas","Kan","Wichita",NA,"Wichita","Kan.","national baptist world","National Baptist World","Y","National Baptist World (Wichita, Kan.) 1894-1894"
"149",149,"The Washington bee.","Washington, D.C.","September 22",1894,"The Washington bee. [volume] (Washington, D.C.), September 22, 1894, Image 1","September 22, 1894","District of Columbia","DC","Washington",NA,"Washington","D.C.","the washington bee","The Washington Bee","Y","The Washington Bee (Washington, D.C.) 1884-1922"
"150",150,"The freeman.","Indianapolis [Ind.]","September 22",1894,"The freeman. [volume] (Indianapolis [Ind.]), September 22, 1894, Image 1","September 22, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"151",151,"The freeman.","Indianapolis [Ind.]","June 16",1894,"The freeman. [volume] (Indianapolis [Ind.]), June 16, 1894, Image 6","June 16, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
"152",152,"The freeman.","Indianapolis [Ind.]","July 21",1894,"The freeman. [volume] (Indianapolis [Ind.]), July 21, 1894, Image 6","July 21, 1894","Indiana",NA,"Indianapolis Ind",NA,"Indianapolis [Ind.]",NA,"the freeman","The Freeman","Y","The Freeman (Indianapolis [Ind.]) 1884-1927"
